Secu Code,Date,Close,Open,High,Low,Adj Close,Volume,,Return,,,,,,,MA(15),RSI,Gain,Loss,Av Gain,Av Loss,EMA(12),EMA(26),MACD,Signal line
0700.HK,10/12/2015,150.399994,151.899994,151.899994,150,148.460297,13447879,,-0.00199073,,,,,,,153.4266653,31.78289075,0,0.300003,0.2928565,0.628571643,151.9985778,151.900183,0.098394872,
0700.HK,11/12/2015,147.600006,150.899994,151.100006,146.899994,145.696442,19677356,,-0.018616942,,,,,,,152.9266653,24.1830059,0,2.799988,0.2642855,0.828570786,151.3218745,151.5816513,-0.259776861,
0700.HK,14/12/2015,146.5,145.5,146.800003,143,144.610626,16805584,,-0.007452615,,,,,,,152.3266653,19.6202111,0,1.100006,0.221427929,0.907142643,150.5800476,151.2052327,-0.625185087,0.518801362
0700.HK,15/12/2015,147.5,146.699997,149.300003,146.5,145.597717,16121681,,0.006825939,,,,,,,151.7533315,23.03032121,1,0,0.271428786,0.907142643,150.1061942,150.930771,-0.824576886,0.250125712
0700.HK,16/12/2015,151.800003,151,152,149.5,149.84227,14423284,,0.029152563,,,,,,,151.4466655,40.29852528,4.300003,0,0.578571857,0.857142857,150.3667801,150.9951586,-0.628378462,0.074424877
0700.HK,17/12/2015,151.600006,153.100006,153.699997,151.300003,149.644836,15988503,,-0.001317503,,,,,,,151.1733327,45.50564402,0,0.199997,0.578571857,0.692856929,150.5565072,151.0399621,-0.483454917,-0.037151082
0700.HK,18/12/2015,151.300003,151.5,152.300003,150.800003,149.348709,18276015,,-0.001978912,,,,,,,151.0466665,41.17647059,0,0.300003,0.5,0.714285714,150.6708912,151.0592244,-0.388333235,-0.107387512
0700.HK,21/12/2015,150.300003,151.100006,151.300003,149.899994,148.361603,8975296,,-0.006609385,,,,,,,150.7799998,38.88888889,0,1,0.5,0.785714286,150.6138314,151.0029858,-0.38915433,-0.163740876
0700.HK,22/12/2015,150.800003,151.300003,151.300003,149.300003,148.855164,6942130,,0.00332668,,,,,,,150.5466665,41.89945539,0.5,0,0.535714286,0.742856714,150.6424732,150.98795,-0.345476791,-0.200088059
0700.HK,23/12/2015,152.199997,151.399994,152.5,151.199997,150.237076,7423667,,0.00928378,,,,,,,150.4466665,44.08602671,1.399994,0,0.585714071,0.742856714,150.8820923,151.0777313,-0.195639006,-0.199198248
0700.HK,24/12/2015,151.800003,153,153,151.600006,149.84227,4784383,,-0.002628082,,,,,,,150.2733337,52.56411366,0,0.399994,0.585714071,0.528571,151.0233093,151.1312329,-0.107923579,-0.180943314
0700.HK,28/12/2015,150.899994,152.399994,152.5,150.600006,148.953857,6710219,,-0.005928913,,,,,,,150.2666667,50,0,0.900009,0.585714071,0.585714071,151.0043377,151.1141041,-0.109766358,-0.166707923
0700.HK,29/12/2015,150.800003,151.699997,152,150.300003,148.855164,7371486,,-0.000662631,,,,,,,150.2600006,53.59479367,0,0.099991,0.585714071,0.507142214,150.9729016,151.0908373,-0.117935722,-0.156953483
0700.HK,30/12/2015,150.699997,151.899994,152.399994,150.5,148.756454,7126584,,-0.00066317,,,,,,,150.3266673,50,0,0.100006,0.5142855,0.5142855,150.9309163,151.0618862,-0.130969911,-0.151756769
0700.HK,31/12/2015,152.5,151.5,152.699997,151.100006,150.533234,6854089,,0.01194428,,,,,,,150.4466675,56.60379494,1.800003,0,0.642857143,0.492856714,151.1723138,151.1684131,0.003900636,-0.120625288
0700.HK,4/1/2016,149.100006,151.399994,152,148.699997,147.177078,16047213,,-0.022295043,,,,,,,150.3600016,54.54545455,0,3.399994,0.642857143,0.535714286,150.8534972,151.0151978,-0.161700601,-0.12884035
0700.HK,5/1/2016,147.399994,148.800003,150.5,146.600006,145.498993,16171969,,-0.011401824,,,,,,,150.3466675,52.63156048,0,1.700012,0.642857143,0.578571857,150.322189,150.7474049,-0.425215911,-0.188115463
0700.HK,6/1/2016,146,145.699997,146.899994,145.100006,144.117065,15614519,,-0.009497924,,,,,,,150.3133341,45.71428571,0,1.399994,0.571428571,0.678571429,149.6572369,150.3957453,-0.738508443,-0.298194059
0700.HK,7/1/2016,140.199997,144.600006,146,140,138.391861,0,,-0.039726048,,,,,,,149.8266673,19.47366842,0,5.800003,0.2642855,1.092857357,148.2022769,149.6405047,-1.438227806,-0.526200808
0700.HK,8/1/2016,142.600006,140.800003,143.699997,140.800003,140.760925,18564802,,0.017118467,,,,,,,149.2133341,28.77359692,2.400009,0,0.435714714,1.078571857,147.3403891,149.1189863,-1.778597213,-0.776680089
0700.HK,11/1/2016,138,138.199997,141.300003,137.699997,136.22023,22362124,,-0.032258105,,,,,,,148.3066671,23.92157809,0,4.600006,0.435714714,1.385714929,145.9034061,148.2953577,-2.391951531,-1.099734378
0700.HK,12/1/2016,136.100006,137,139.800003,135.899994,134.344727,22078580,,-0.013768072,,,,,,,147.2933339,23.10607546,0,1.899994,0.435714714,1.450000214,144.3951907,147.3919983,-2.996807553,-1.479149013
0700.HK,13/1/2016,137.399994,137.100006,140,137,135.627975,23863234,,0.009551712,,,,,,,146.4333333,25.3676278,1.299988,0,0.492856714,1.450000214,143.3190066,146.6518498,-3.332843199,-1.84988785
0700.HK,14/1/2016,137.100006,135.5,138.5,135,135.331833,26513641,,-0.002183319,,,,,,,145.5200002,21.0728042,0,0.299988,0.392857143,1.471427929,142.3622373,145.9443058,-3.582068537,-2.196323987
0700.HK,15/1/2016,137,137.199997,139.399994,136.300003,135.233124,23969812,,-0.000729438,,,,,,,144.5066671,21.31782698,0,0.100006,0.392857143,1.450000214,141.5372777,145.2817646,-3.744486947,-2.505956579
0700.HK,18/1/2016,136,135,137.600006,134.300003,134.246017,21919138,,-0.00729927,,,,,,,143.4533335,21.23552615,0,1,0.392857143,1.457142429,140.6853888,144.5942265,-3.908837702,-2.786532804
0700.HK,19/1/2016,139.800003,136,140,136,137.997009,22604872,,0.027941199,,,,,,,142.7133341,31.41892269,3.800003,0,0.664285929,1.450000214,140.5491756,144.2390989,-3.689923237,-2.967210891
0700.HK,20/1/2016,135.399994,136.899994,137.600006,133.800003,133.653763,26441962,,-0.031473597,,,,,,,141.6866669,27.43362988,0,4.400009,0.664285929,1.757143286,139.7569938,143.5843503,-3.827356517,-3.139240016
0700.HK,21/1/2016,133.100006,136.199997,138.699997,133.100006,131.383438,30536391,,-0.016986618,,,,,,,140.5133341,21.80232938,0,2.299988,0.535714286,1.921428143,138.7328419,142.8077322,-4.074890391,-3.326370091
0700.HK,22/1/2016,139,136.100006,139.699997,136.100006,137.207336,24549064,,0.044327526,,,,,,,139.6133341,36.31435279,5.899994,0,0.957142429,1.678571429,138.7739431,142.525678,-3.751734898,-3.411443052
0700.HK,25/1/2016,144.300003,140,144.699997,139.399994,142.438995,31154604,,0.038129518,,,,,,,139.2933339,46.1728492,5.300003,0,1.335714071,1.557142,139.6241062,142.6571095,-3.033003319,-3.335755106
0700.HK,26/1/2016,141.800003,142.100006,143.5,140.600006,139.971237,25339129,,-0.017325017,,,,,,,138.9200012,44.95192559,0,2.5,1.335714071,1.635713857,139.9588595,142.5936201,-2.634760591,-3.195556203
0700.HK,27/1/2016,140.5,143.899994,144.5,139,138.687988,27399036,,-0.009167863,,,,,,,138.5533345,50.40431681,0,1.300003,1.335714071,1.314285286,140.0421119,142.4385371,-2.396425239,-3.03573001
0700.HK,28/1/2016,141.600006,140.5,143.399994,139.399994,139.773819,24075438,,0.007829224,,,,,,,138.6466685,48.60335149,1.100006,0,1.242856714,1.314285286,140.2817879,142.3764237,-2.094635807,-2.847511169
0700.HK,29/1/2016,144.899994,141.100006,145,141.100006,143.031235,28333807,,0.023304999,,,,,,,138.800001,60,3.299988,0,1.478570143,0.985713429,140.9922812,142.5633549,-1.571073695,-2.592223674
0700.HK,1/2/2016,147,146.300003,147.100006,144.800003,145.104172,20461010,,0.014492796,,,,,,,139.400001,65.70605137,2.100006,0,1.628570571,0.849999571,141.9165456,142.8919952,-0.97544964,-2.268868868
0700.HK,2/2/2016,145.600006,147.699997,147.699997,144,143.722229,17206088,,-0.009523769,,,,,,,140.0333343,61.7816305,0,1.399994,1.535714286,0.949999143,142.4832318,143.0925886,-0.609356814,-1.936966457
0700.HK,3/2/2016,141.600006,142.199997,142.199997,140,139.773819,22333481,,-0.027472526,,,,,,,140.3133351,55.84415584,0,4,1.535714286,1.214285714,142.3473509,142.982027,-0.634676033,-1.676508372
0700.HK,4/2/2016,141.899994,143,143.100006,141.5,140.069931,16305725,,0.002118559,,,,,,,140.6333343,56.33074455,0.299988,0,1.557142,1.207142429,142.2785268,142.9018764,-0.623349585,-1.465876615
0700.HK,5/2/2016,143.899994,142.699997,144.5,142.100006,142.044128,12724486,,0.014094433,,,,,,,141.0933339,59.94961912,2,0,1.699999143,1.135713857,142.5279833,142.975811,-0.44782773,-1.262266838
0700.HK,11/2/2016,135.899994,137.199997,138.699997,134.100006,134.147324,36199192,,-0.055594165,,,,,,,141.0866669,45.55807418,0,8,1.428570357,1.707142429,141.5082926,142.4516764,-0.943383794,-1.198490229
0700.HK,12/2/2016,133.300003,132.699997,134.899994,132.100006,131.580856,24882572,,-0.019131649,,,,,,,140.6533335,47.50594662,0,2.599991,1.428570357,1.578569714,140.2454788,141.7737747,-1.528295847,-1.264451353
0700.HK,15/2/2016,138.199997,136.699997,138.600006,135.300003,136.417664,21699418,,0.036759144,,,,,,,140.8400004,55.70469213,4.899994,0,1.778569929,1.414284857,139.9307893,141.5090504,-1.578261087,-1.3272133
0700.HK,16/2/2016,139.300003,138.199997,140.399994,138.199997,137.503479,15525620,,0.007959523,,,,,,,141.2533335,50.37594381,1.100006,0,1.435713643,1.414284857,139.8337453,141.3454173,-1.511671995,-1.364105039
0700.HK,17/2/2016,138.199997,141,141.5,137.300003,136.417664,17255623,,-0.007896669,,,,,,,141.2,41.45656992,0,1.100006,1.057142,1.492856714,139.5823994,141.1124232,-1.530023789,-1.397288789
0700.HK,18/2/2016,142.300003,142,142.5,139.199997,140.464798,20441753,,0.029667193,,,,,,,141.0666667,50.6702415,4.100006,0,1.349999571,1.314285286,140.0004922,141.200392,-1.199899801,-1.357810991
0700.HK,19/2/2016,141.199997,141,142.699997,140.300003,139.378952,12409816,,-0.00773019,,,,,,,141.0266663,50.94339241,0,1.100006,1.349999571,1.299999786,140.1850314,141.2003628,-1.015331345,-1.289315062
0700.HK,22/2/2016,141.699997,141,142.199997,140.5,139.872528,9929873,,0.003541077,,,,,,,141.1066661,50.13697403,0.5,0,1.307142,1.299999786,140.4181031,141.2373727,-0.819269662,-1.195305982
0700.HK,23/2/2016,141.899994,142.5,142.800003,140.600006,140.069931,11518408,,0.001411411,,,,,,,141.1266653,45.50898123,0.199997,0,1.085714071,1.299999786,140.6460863,141.2864558,-0.640369499,-1.084318685
0700.HK,24/2/2016,140.399994,141.699997,141.699997,138.600006,138.589264,15133469,,-0.010570825,,,,,,,140.8266653,39.93901156,0,1.5,0.935713643,1.407142643,140.6082259,141.2207919,-0.612566014,-0.989968151
0700.HK,25/2/2016,139,140.399994,141,138.699997,137.207336,10914811,,-0.009971468,,,,,,,140.2933319,39.93901156,0,1.399994,0.935713643,1.407142643,140.3608066,141.0562888,-0.695482282,-0.931070977
0700.HK,26/2/2016,142.699997,140.800003,143.199997,140.800003,140.859619,17363138,,0.026618683,,,,,,,140.099998,51.69229463,3.699997,0,1.199999143,1.121428357,140.720682,141.178045,-0.457362989,-0.83632938
0700.HK,29/2/2016,141.899994,142.699997,142.800003,139.600006,140.069931,14280154,,-0.005606188,,,,,,,140.1199972,50,0,0.800003,1.178571429,1.178571429,140.9021146,141.2315227,-0.329408079,-0.73494512
0700.HK,1/3/2016,144.5,142,144.600006,141.5,142.636398,15495668,,0.018322806,,,,,,,140.2933309,50.89286591,2.600006,0,1.221429,1.178571429,141.4556355,141.4736321,-0.017996681,-0.591555432
0700.HK,2/3/2016,148.300003,147.100006,148.5,145.800003,146.387405,24494602,,0.026297599,,,,,,,140.5866649,71.08844422,3.800003,0,1.492857786,0.607142857,142.5086151,141.9792892,0.52932584,-0.367379178
0700.HK,3/3/2016,147.600006,149,149,146,145.696442,15959001,,-0.004720142,,,,,,,141.3666657,75.99999127,0,0.699997,1.492857786,0.471429,143.291906,142.3956386,0.896267362,-0.11464987
0700.HK,4/3/2016,147.199997,148.5,149.399994,145.5,145.301559,19713216,,-0.002710088,,,,,,,142.2933319,69.56519187,0,0.400009,1.142858214,0.500001071,143.8931508,142.751517,1.141633735,0.136606851
0700.HK,7/3/2016,146.5,148,148.600006,145.5,144.610626,13746135,,-0.004755414,,,,,,,142.8466655,65.9291821,0,0.699997,1.064286357,0.550000857,144.2942045,143.0291824,1.265022059,0.362289893
0700.HK,8/3/2016,146.300003,145.300003,146.899994,144.100006,144.413177,11443398,,-0.001365167,,,,,,,143.3133321,68.66359797,0,0.199997,1.064286357,0.4857145,144.6027889,143.2714654,1.33132344,0.556096602
0700.HK,9/3/2016,145.699997,145,145.800003,143.399994,143.820923,14067392,,-0.004101203,,,,,,,143.8133321,59.3406367,0,0.600006,0.771428786,0.528572071,144.7715901,143.4513567,1.320233463,0.708923974
0700.HK,10/3/2016,145,145.100006,146.199997,144.800003,143.129944,10098636,,-0.004804372,,,,,,,143.9933319,60.67416393,0,0.699997,0.771428786,0.5,144.8067301,143.566071,1.240659123,0.815271004
0700.HK,11/3/2016,148.100006,144.800003,148.5,144.300003,146.189972,17498941,,0.021379352,,,,,,,144.4533325,65.68628965,3.100006,0,0.9571435,0.5,145.3133879,143.901918,1.411469914,0.934510786
0700.HK,14/3/2016,153.300003,149,153.5,148.399994,151.322906,29679645,,0.03511139,,,,,,,145.2266663,72.44095465,5.199997,0,1.314286357,0.5,146.5420979,144.5980725,1.944025481,1.136413725
0700.HK,15/3/2016,151.300003,150.800003,153.5,150.600006,149.348709,16207912,,-0.013046314,,,,,,,145.8533335,71.0424811,0,2,1.314286357,0.535714286,147.2740833,145.0945118,2.179571575,1.345045295
0700.HK,16/3/2016,150.899994,150.800003,151.5,149.199997,148.953857,13922389,,-0.002643814,,,,,,,146.5533335,73.89554725,0,0.400009,1.314286357,0.464286786,147.8319157,145.5245475,2.307368264,1.537509889
0700.HK,17/3/2016,152.300003,153,153.5,151,150.335815,13648090,,0.009277727,,,,,,,147.4400004,71.2389175,1.400009,0,1.1500015,0.464286786,148.5193138,146.0264331,2.492880709,1.728584053
0700.HK,18/3/2016,157.899994,159,159.199997,155.800003,155.863586,52010024,,0.036769474,,,,,,,148.4533335,79.19705472,5.599991,0,1.550000857,0.407143714,149.9624954,146.9059561,3.056539249,1.994175092
0700.HK,21/3/2016,158.100006,158.600006,158.699997,157.100006,156.06102,18616859,,0.0012667,,,,,,,149.5333343,77.19997936,0.200012,0,1.378572714,0.407143714,151.2144201,147.735145,3.479275082,2.29119509
0700.HK,22/3/2016,159.5,159.899994,159.899994,158,157.442947,19946868,,0.008855117,,,,,,,150.5333343,74.7787314,1.399994,0,1.2071435,0.407143714,152.4891247,148.6066157,3.882508945,2.609457861
0700.HK,23/3/2016,159.699997,159.800003,159.899994,158.399994,157.640366,15437949,,0.0012539,,,,,,,151.2933339,77.37551924,0.199997,0,1.221429,0.357143929,153.5984896,149.4283477,4.170141972,2.921594683
0700.HK,24/3/2016,158.800003,159,159.800003,157.699997,156.751999,18441336,,-0.005635529,,,,,,,152.0400004,75.66372328,0,0.899994,1.221429,0.392857143,154.3987225,150.1225444,4.276178105,3.192511368
0700.HK,29/3/2016,157.300003,159,159,157,155.271317,16821224,,-0.009445844,,,,,,,152.7133341,73.07692061,0,1.5,1.221429,0.450000214,154.8450733,150.654208,4.190865353,3.392182165
0700.HK,30/3/2016,158.199997,159,159.5,157.899994,156.159714,20832229,,0.005721513,,,,,,,153.4933339,74.68877809,0.899994,0,1.285714286,0.435714714,155.3612154,151.2131553,4.148060121,3.543357756
0700.HK,31/3/2016,158.399994,159.300003,159.300003,157.100006,156.357132,17515647,,0.001264204,,,,,,,154.3,76.79324601,0.199997,0,1.299999786,0.392857143,155.8287198,151.7455137,4.083206095,3.651327424
0700.HK,1/4/2016,158.5,159.600006,159.600006,157.800003,156.455841,16035756,,0.000631351,,,,,,,155.1533335,79.22077163,0.100006,0,1.307143071,0.342857357,156.239686,152.245846,3.99383996,3.719829931
0700.HK,5/4/2016,156.600006,157,157,154.399994,154.580368,14500421,,-0.011987344,,,,,,,155.9266673,69.40639801,0,1.899994,1.085714071,0.478571214,156.2951198,152.5683764,3.726743438,3.721212633
0700.HK,6/4/2016,159,157.600006,159.100006,157,156.949402,17760189,,0.015325632,,,,,,,156.6533335,64.92146515,2.399994,0,0.885713857,0.478571214,156.7112553,153.044793,3.666462284,3.710262563
0700.HK,7/4/2016,161.800003,159.899994,162,159.600006,159.713303,21771425,,0.017610082,,,,,,,157.2200002,76.3819175,2.800003,0,1.085714071,0.335714071,157.4941395,153.693327,3.800812476,3.728372545
0700.HK,8/4/2016,160,160.5,161,159.199997,157.936508,15163620,,-0.011124864,,,,,,,157.8,71.36152847,0,1.800003,1.085714071,0.435713643,157.8796565,154.160488,3.719168513,3.726531739
0700.HK,11/4/2016,159.5,158.199997,160.800003,158.199997,157.442947,9401820,,-0.003125,,,,,,,158.3733337,67.64706964,0,0.5,0.985713429,0.471427929,158.1289401,154.5560074,3.572932718,3.695811935
0700.HK,12/4/2016,160,159.899994,160.199997,159.199997,157.936508,12312707,,0.003134796,,,,,,,158.8866669,56.86277009,0.5,0,0.621428357,0.471427929,158.4167955,154.9592661,3.457529372,3.648155422
0700.HK,13/4/2016,164.5,162,164.699997,161.199997,162.378464,32538517,,0.028125,,,,,,,159.3266673,66.3265353,4.5,0,0.928570357,0.471427929,159.3526731,155.6659872,3.68668596,3.65586153
0700.HK,14/4/2016,165,165.5,167.199997,161.5,162.872025,25301265,,0.003039514,,,,,,,159.7866669,64.70589651,0.5,0,0.864285071,0.471427929,160.2214926,156.3573955,3.864097122,3.697508648
0700.HK,15/4/2016,165.300003,164.5,165.5,163.399994,163.168167,11408552,,0.0018182,,,,,,,160.1733337,64.89364249,0.300003,0,0.871428357,0.471427929,161.0028019,157.0198109,3.98299104,3.754605127
0700.HK,18/4/2016,165.699997,165,166,164.100006,163.563004,9116719,,0.002419806,,,,,,,160.5733337,68.85245499,0.399994,0,0.899999357,0.407142643,161.7254473,157.6627876,4.062659687,3.816216039
0700.HK,19/4/2016,165.699997,165.600006,166.5,163.399994,163.563004,13637095,,0,,,,,,,161.0333333,75,0,0,0.899999357,0.299999786,162.3369165,158.2581365,4.078780027,3.868728836
0700.HK,20/4/2016,161.899994,165.5,165.5,161.5,159.811996,15478170,,-0.02293303,,,,,,,161.3399994,59.39085676,0,3.800003,0.835714071,0.571428571,162.2696977,158.5279037,3.741793956,3.84334186
0700.HK,21/4/2016,163.5,163,164.300003,162.100006,161.391357,13119646,,0.009882681,,,,,,,161.6933329,62.08531884,1.600006,0,0.935714714,0.571428571,162.4589749,158.8962071,3.562767811,3.78722705
0700.HK,22/4/2016,162.800003,161,163,160.199997,160.700394,8816777,,-0.004281327,,,,,,,161.9866669,59.90784238,0,0.699997,0.928571429,0.621428357,162.5114408,159.1853772,3.326063602,3.694994361
0700.HK,25/4/2016,159.899994,160.399994,161,159.600006,157.837784,10729099,,-0.017813323,,,,,,,162.0799998,57.26869219,0,2.900009,0.928571429,0.692858,162.1096797,159.2383118,2.871367978,3.530269084
0700.HK,26/4/2016,161.800003,161,162,158.800003,159.713303,8646796,,0.011882483,,,,,,,162.4266663,56.30630539,1.900009,0,0.892858214,0.692858,162.0620372,159.4280667,2.633970496,3.351009366
0700.HK,27/4/2016,159.5,160.199997,160.300003,158.399994,157.442947,11549814,,-0.014215099,,,,,,,162.4599996,44.70046051,0,2.300003,0.692858,0.857143929,161.6678776,159.4333951,2.234482536,3.127704
0700.HK,28/4/2016,161,160.699997,162.600006,160,158.923599,18658830,,0.009404389,,,,,,,162.4066661,52.33644598,1.5,0,0.800000857,0.728572286,161.5651272,159.5494399,2.015687326,2.905300665
0700.HK,29/4/2016,158.899994,160,160.300003,158.800003,156.850693,10903878,,-0.013043516,,,,,,,162.3333323,48.69564083,0,2.100006,0.800000857,0.842858429,161.1551067,159.5013328,1.653773935,2.654995319
0700.HK,3/5/2016,155.300003,158.899994,158.899994,155.100006,153.297119,15337768,,-0.022655703,,,,,,,162.0533325,40.99618157,0,3.599991,0.764286571,1.100000643,160.2543215,159.1901232,1.064198361,2.336835928
0700.HK,4/5/2016,154.5,155.699997,155.699997,153.399994,152.507431,16375047,,-0.005151339,,,,,,,161.6866659,27.67859534,0,0.800003,0.442858,1.157143714,159.3690413,158.8427066,0.526334657,1.974735674
0700.HK,5/5/2016,153.199997,153,154.699997,152.5,151.224197,13653426,,-0.008414259,,,,,,,160.9333323,24.56898865,0,1.300003,0.407143714,1.250001071,158.4199576,158.4247281,-0.004770588,1.578834421
0700.HK,6/5/2016,153.899994,153.300003,155.5,152.199997,151.915161,15884287,,0.004569171,,,,,,,160.1933319,25.84746005,0.699997,0,0.435714714,1.250001071,157.7245785,158.0895627,-0.364984105,1.190070716
0700.HK,9/5/2016,155.100006,155.5,155.800003,154.199997,153.099686,9424397,,0.007797349,,,,,,,159.5133321,28.27874169,1.200012,0,0.492858857,1.250001071,157.3207982,157.868114,-0.547315856,0.842593402
0700.HK,10/5/2016,156.399994,154.300003,156.699997,154.300003,154.382919,11847505,,0.008381612,,,,,,,158.8933319,31.90662796,1.299988,0,0.585715143,1.250001071,157.179136,157.7593644,-0.580228403,0.558029041
0700.HK,11/5/2016,156.5,158.399994,158.399994,156,154.481644,11585331,,0.000639425,,,,,,,158.2799988,37.7273031,0.100006,0,0.592858429,0.978572286,157.0746535,157.6660781,-0.59142461,0.328138311
0700.HK,12/5/2016,154.199997,156.600006,156.600006,154,152.211304,13276595,,-0.014696505,,,,,,,157.7666657,29.51543626,0,2.300003,0.478572286,1.142858214,156.6323987,157.4093314,-0.776932709,0.107124107
0700.HK,13/5/2016,155.100006,155.600006,156.300003,153.699997,153.099686,18092191,,0.005836634,,,,,,,157.2066661,33.18780811,0.900009,0,0.542858643,1.092858429,156.396646,157.2382702,-0.841624288,-0.082625572
0700.HK,16/5/2016,159.899994,156.100006,160.300003,155.800003,157.837784,21575864,,0.030947697,,,,,,,157.0133321,50,4.799988,0,0.885714929,0.885714929,156.9356226,157.435435,-0.499812388,-0.166062936
