Secu Code,Date,Close,Open,High,Low,Adj Close,Volume,,Return,,,,,,,MA(15),RSI,Gain,Loss,Av Gain,Av Loss,EMA(12),EMA(26),MACD,Signal line
1.HK,18/11/2015,102,102.199997,102.699997,101.699997,84.913536,4499140,,0,,,,,,,103.6066671,34.69389005,0,0,0.364286143,0.685714714,103.2785602,,,
1.HK,19/11/2015,103.800003,103.5,104.199997,103,86.412018,4970850,,0.017647088,,,,,,,103.4266673,41.81819835,1.800003,0,0.492857786,0.685714714,103.3587822,,,
1.HK,20/11/2015,104.5,104,104.5,102.300003,86.994759,4013550,,0.006743709,,,,,,,103.2933339,52.77778646,0.699997,0,0.542857571,0.4857145,103.5343542,,,
1.HK,23/11/2015,104,104.099998,104.400002,103.099998,86.578506,3221264,,-0.004784689,,,,,,,103.3133341,49.30556641,0,0.5,0.507143286,0.521428786,103.605992,,,
1.HK,24/11/2015,104,103.599998,104.099998,102.5,86.578506,3717581,,0,,,,,,,103.300001,42.96873993,0,0,0.392857143,0.521428786,103.6666086,,,
1.HK,25/11/2015,103.599998,104.900002,105.099998,102.900002,86.245522,5449317,,-0.003846173,,,,,,,103.153334,45.08194874,0,0.400002,0.392857143,0.478571786,103.6563608,,,
1.HK,26/11/2015,102.900002,105,105.199997,102.800003,85.662773,3612101,,-0.006756718,,,,,,,103.0266673,45.08198199,0,0.699996,0.392857143,0.478571143,103.5399979,,,
1.HK,27/11/2015,101.199997,103,103.300003,101.099998,84.247551,5286491,,-0.016520942,,,,,,,102.8333339,41.98471359,0,1.700005,0.392857143,0.542857571,103.1799978,,,
1.HK,30/11/2015,101.699997,102.199997,102.5,101,84.663795,8615464,,0.004940712,,,,,,,102.7266668,49.18030771,0.5,0,0.428571429,0.4428575,102.9523054,,,
1.HK,1/12/2015,103.300003,103.099998,103.599998,101.599998,85.995773,6685405,,0.015732606,,,,,,,102.8200002,54.41177822,1.600006,0,0.528572143,0.4428575,103.0057973,103.7576925,-0.751895197,
1.HK,2/12/2015,103.599998,104.199997,104.199997,102.900002,86.245522,4991563,,0.002904114,,,,,,,102.9200002,48.76031466,0.299995,0,0.421428643,0.4428575,103.0972128,103.7460114,-0.648798631,
1.HK,3/12/2015,103.300003,103.5,104.199997,102.900002,85.995773,3064335,,-0.002895705,,,,,,,102.8800003,54.62962877,0,0.299995,0.421428643,0.350000071,103.1284113,103.7129738,-0.584562477,
1.HK,4/12/2015,103.699997,103,103.900002,102.400002,86.328773,4621111,,0.003872159,,,,,,,102.9733332,63.63635813,0.399994,0,0.449999643,0.257142714,103.2163476,103.7120125,-0.495664972,
1.HK,7/12/2015,103.5,103.599998,104.099998,103.300003,86.162277,6255361,,-0.001928611,,,,,,,103.1399999,58.2417673,0,0.199997,0.378571071,0.271428214,103.2599864,103.6963079,-0.436321502,
1.HK,8/12/2015,101.800003,103.300003,103.300003,101.5,84.74704,6990041,,-0.016425092,,,,,,,103.1266667,49.07408685,0,1.699997,0.378571071,0.392856571,103.0353736,103.5558409,-0.520467302,
1.HK,9/12/2015,101.800003,102.099998,102.199997,101.099998,84.74704,4864549,,0,,,,,,,103.1133336,38.88886914,0,0,0.249999429,0.392856571,102.8453166,103.4257788,-0.580462248,
1.HK,10/12/2015,101.199997,101.300003,101.800003,100.800003,84.247551,3680104,,-0.005893968,,,,,,,102.9399999,31.46064272,0,0.600006,0.199999643,0.435714143,102.5921905,103.2609061,-0.668715606,
1.HK,11/12/2015,101.300003,102.400002,102.400002,101,84.330811,3820663,,0.000988202,,,,,,,102.7266667,34.11766284,0.100006,0,0.207142929,0.399999857,102.3933924,103.115654,-0.722261599,-0.601016615
1.HK,14/12/2015,101.5,100,102,99.199997,84.497292,5679744,,0.001974304,,,,,,,102.5600001,35.6321773,0.199997,0,0.221428429,0.399999857,102.2559474,102.9959759,-0.740028509,-0.628818994
1.HK,15/12/2015,100.099998,101,101.5,100.099998,83.33181,5868771,,-0.013793123,,,,,,,102.2999999,31.95875545,0,1.400002,0.221428429,0.471428429,101.9242629,102.781459,-0.857196151,-0.674494425
1.HK,16/12/2015,102.400002,100.5,102.599998,100.5,85.246536,7743031,,0.022977063,,,,,,,102.2200002,47.7876114,2.300004,0,0.385714429,0.421428714,101.9974535,102.753203,-0.755749441,-0.690745428
1.HK,17/12/2015,101.199997,101.300003,102.5,100.900002,84.247551,8489376,,-0.011718799,,,,,,,102.1066665,50,0,1.200005,0.385714429,0.385714429,101.8747679,102.6381507,-0.763382766,-0.705272896
1.HK,18/12/2015,103,101.199997,103.599998,101.199997,85.746025,8300930,,0.017786591,,,,,,,102.2266667,55.37191012,1.800003,0,0.478571786,0.385714429,102.0478805,102.6649543,-0.61707379,-0.687633075
1.HK,21/12/2015,103,103.199997,103.800003,102.599998,85.746025,4431762,,0,,,,,,,102.3133336,48.57141442,0,0,0.364285643,0.385714429,102.1943604,102.6897725,-0.49541207,-0.649188874
1.HK,22/12/2015,103.400002,103,103.699997,102.800003,86.079033,3947000,,0.003883515,,,,,,,102.3200002,49.05662335,0.400002,0,0.371429,0.385714429,102.3798438,102.7423821,-0.362538346,-0.591858768
1.HK,23/12/2015,104.400002,103.900002,104.5,103.300003,86.911491,5589130,,0.00967118,,,,,,,102.3733338,54.86724661,1,0,0.442857571,0.364286214,102.6906373,102.8651688,-0.174531429,-0.5083933
1.HK,24/12/2015,104.699997,104.900002,105,104.300003,87.161247,1414668,,0.002873515,,,,,,,102.4666667,54.46428013,0.299995,0,0.435714786,0.364286214,102.9997696,103.001082,-0.001312376,-0.406977115
1.HK,28/12/2015,103.900002,104.199997,104.400002,103.699997,86.495262,2633111,,-0.007640831,,,,,,,102.4800004,51.69492201,0,0.799995,0.435714786,0.407143214,103.1382669,103.0676686,0.070598248,-0.311462043
1.HK,29/12/2015,104.900002,104.099998,105,104,87.327744,3241291,,0.009624639,,,,,,,102.5733339,63.96394059,1,0,0.507143357,0.285714857,103.4093031,103.203397,0.205906022,-0.20798843
1.HK,30/12/2015,104.699997,105.400002,105.400002,103.800003,87.161247,1883940,,-0.001906625,,,,,,,102.7666668,62.83180915,0,0.200005,0.507143357,0.300000929,103.6078714,103.3142563,0.293615064,-0.107667731
1.HK,31/12/2015,104.599998,104.900002,104.900002,104.300003,87.078003,1120902,,-0.0009551,,,,,,,102.9533331,65.74072642,0,0.099999,0.507143357,0.264286143,103.7605062,103.4094964,0.351009806,-0.015932224
